bioguide,name,chamber,party,state,district,industry_labels,policy_topics,committees,subcommittees,official_url
E000300,Gabe Evans,House,Republican,CO,8,"[""Automotive components"", ""Battery storage"", ""Consumer electronics"", ""E-commerce"", ""Electric utilities"", ""Environmental services"", ""Hazardous-waste services"", ""Hydrogen energy"", ""Industrial manufacturing"", ""Industrial pollution control"", ""Integrated oil & gas"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Oil & gas pipelines"", ""Power generation"", ""Power transmission"", ""Retail technology"", ""Solar energy"", ""Specialty chemicals"", ""Waste disposal"", ""Water treatment"", ""Wind energy""]","[""Air quality"", ""Chemical regulation"", ""Consumer protection"", ""Energy infrastructure"", ""Energy policy"", ""Energy regulation"", ""Environmental regulation"", ""Grid reliability"", ""Interstate commerce"", ""Manufacturing policy"", ""Public health"", ""Telecommunications policy"", ""Trade policy""]","[""House Committee on Energy and Commerce"", ""House Committee on Homeland Security""]","[""Commerce, Manufacturing, and Trade"", ""Counterterrorism and Intelligence"", ""Emergency Management and Technology"", ""Energy"", ""Environment""]",https://gabeevans.house.gov
V000136,Gabe Vasquez,House,Democrat,NM,2,"[""Aerospace & defense"", ""Agriculture"", ""Animal health"", ""Animal nutrition"", ""Biotechnology"", ""Broad commodities"", ""Defense electronics"", ""Defense systems"", ""Defense technology"", ""Farm supplies"", ""Forestry"", ""Logistics"", ""Military systems"", ""Missile systems"", ""Nuclear technology"", ""Packaged foods"", ""Space systems""]","[""Agricultural biotechnology"", ""Agricultural policy"", ""Agricultural research"", ""Conservation"", ""Defense logistics"", ""Food policy"", ""Forestry policy"", ""Horticulture policy"", ""Military procurement"", ""Military readiness"", ""Military space"", ""Missile defense"", ""National defense"", ""Nuclear deterrence"", ""Rural development""]","[""House Committee on Agriculture"", ""House Committee on Armed Services""]","[""Conservation, Research, and Biotechnology"", ""Forestry and Horticulture"", ""Readiness"", ""Strategic Forces""]",https://vasquez.house.gov
P000609,Gary J. Palmer,House,Republican,AL,6,"[""Battery storage"", ""Electric utilities"", ""Environmental services"", ""Hazardous-waste services"", ""Hydrogen energy"", ""Industrial pollution control"", ""Integrated oil & gas"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Oil & gas pipelines"", ""Power generation"", ""Power transmission"", ""Solar energy"", ""Specialty chemicals"", ""Waste disposal"", ""Water treatment"", ""Wind energy""]","[""Air quality"", ""Chemical regulation"", ""Consumer protection"", ""Energy infrastructure"", ""Energy policy"", ""Energy regulation"", ""Environmental regulation"", ""Grid reliability"", ""Interstate commerce"", ""Public health"", ""Telecommunications policy""]","[""House Committee on Energy and Commerce"", ""House Committee on Oversight and Government Reform""]","[""Economic Growth, Energy Policy, and Regulatory Affairs"", ""Energy"", ""Environment"", ""Government Operations"", ""Oversight and Investigations""]",https://palmer.house.gov
L000606,George Latimer,House,Democrat,NY,16,[],[],"[""House Committee on Foreign Affairs"", ""House Committee on Small Business""]","[""Contracting and Infrastructure"", ""Economic Growth, Tax, and Capital Access"", ""Middle East and North Africa"", ""South and Central Asia""]",https://latimer.house.gov
W000830,George Whitesides,House,Democrat,CA,27,"[""Aerospace & defense"", ""Aerospace systems"", ""Artificial intelligence"", ""Cloud computing"", ""Commercial aerospace"", ""Cybersecurity"", ""Defense aerospace"", ""Defense electronics"", ""Defense software"", ""Defense systems"", ""Defense technology"", ""Missile systems"", ""Naval nuclear propulsion"", ""Nuclear technology"", ""Satellite communications"", ""Semiconductors"", ""Space launch"", ""Space systems""]","[""Commercial space policy"", ""Defense IT"", ""Defense cybersecurity"", ""Military AI"", ""Military procurement"", ""Military space"", ""Missile defense"", ""NASA"", ""National defense"", ""Naval procurement"", ""Nuclear deterrence"", ""Power projection"", ""Science policy"", ""Shipbuilding"", ""Space policy"", ""Technology policy""]","[""House Committee on Armed Services"", ""House Committee on Science, Space, and Technology""]","[""Cyber, Information Technologies, and Innovation"", ""Seapower and Projection Forces"", ""Space and Aeronautics"", ""Strategic Forces""]",https://whitesides.house.gov
C001123,"Gilbert Ray Cisneros, Jr.",House,Democrat,CA,31,"[""Aerospace & defense"", ""Cybersecurity"", ""Defense communications"", ""Defense electronics"", ""Defense systems"", ""Defense technology"", ""Satellite communications"", ""Space systems""]","[""Classified intelligence"", ""Military intelligence"", ""Military procurement"", ""National defense"", ""Special operations""]","[""House Committee on Armed Services"", ""House Committee on Small Business""]","[""Contracting and Infrastructure"", ""Intelligence and Special Operations"", ""Military Personnel"", ""Oversight, Investigations, and Regulations""]",https://cisneros.house.gov
G000576,Glenn Grothman,House,Republican,WI,6,[],[],"[""House Committee on Education and Workforce"", ""House Committee on Oversight and Government Reform"", ""House Committee on the Budget"", ""House Committee on the Judiciary""]","[""Health Care and Financial Services"", ""Higher Education and Workforce Development"", ""Immigration Integrity, Security, and Enforcement"", ""The Constitution and Limited Government"", ""Workforce Protections""]",https://grothman.house.gov
I000058,Glenn Ivey,House,Democrat,MD,4,"[""Artificial intelligence"", ""Asset management"", ""Banking"", ""Commercial aerospace"", ""Consumer finance"", ""Fintech"", ""Insurance"", ""Securities exchanges"", ""Space launch"", ""Space systems""]","[""Commerce policy"", ""Federal appropriations"", ""Financial regulation appropriations"", ""Science funding"", ""Space policy"", ""Technology policy""]","[""House Committee on Appropriations"", ""House Committee on Ethics""]","[""Commerce, Justice, Science, and Related Agencies"", ""Financial Services and General Government""]",https://ivey.house.gov
T000467,Glenn Thompson,House,Republican,PA,15,"[""Agriculture"", ""Animal nutrition"", ""Broad commodities"", ""Farm supplies"", ""Packaged foods""]","[""Agricultural policy"", ""Food policy"", ""Rural development""]","[""House Committee on Agriculture"", ""House Committee on Education and Workforce""]","[""Early Childhood, Elementary, and Secondary Education"", ""Higher Education and Workforce Development""]",https://thompson.house.gov
M001188,Grace Meng,House,Democrat,NY,6,"[""Artificial intelligence"", ""Commercial aerospace"", ""Space launch"", ""Space systems""]","[""Commerce policy"", ""Federal appropriations"", ""Science funding"", ""Space policy"", ""Technology policy""]","[""House Committee on Appropriations""]","[""Commerce, Justice, Science, and Related Agencies"", ""National Security, Department of State, and Related Programs""]",https://meng.house.gov
C001131,Greg Casar,House,Democrat,TX,35,[],[],"[""House Committee on Education and Workforce"", ""House Committee on Oversight and Government Reform""]","[""Delivering on Government Efficiency"", ""Federal Law Enforcement"", ""Health, Employment, Labor, and Pensions"", ""Military and Foreign Affairs"", ""Workforce Protections""]",https://casar.house.gov
L000601,Greg Landsman,House,Democrat,OH,1,"[""Biotechnology"", ""Broadband & cable"", ""Digital media"", ""Environmental services"", ""Fiber broadband"", ""Hazardous-waste services"", ""Health insurance"", ""Healthcare services"", ""Healthcare software"", ""Industrial pollution control"", ""Medical devices"", ""Medical diagnostics"", ""Networking equipment"", ""Pharmaceuticals"", ""Satellite communications"", ""Specialty chemicals"", ""Telecommunications"", ""Waste disposal"", ""Water treatment"", ""Wireless telecommunications""]","[""Air quality"", ""Broadband policy"", ""Chemical regulation"", ""Consumer protection"", ""Energy policy"", ""Environmental regulation"", ""FDA policy"", ""Health insurance policy"", ""Interstate commerce"", ""Public health"", ""Public health policy"", ""Spectrum policy"", ""Telecommunications policy"", ""Telecommunications regulation""]","[""House Committee on Energy and Commerce""]","[""Communications and Technology"", ""Environment"", ""Health""]",https://landsman.house.gov
S001211,Greg Stanton,House,Democrat,AZ,4,"[""Aerospace systems"", ""Air freight"", ""Aircraft manufacturing"", ""Commercial aerospace"", ""Infrastructure construction"", ""Passenger airlines"", ""Transit systems"", ""Transportation infrastructure""]","[""Aviation safety"", ""FAA policy"", ""Highway policy"", ""Infrastructure policy"", ""Public transit"", ""Transportation policy""]","[""House Committee on Foreign Affairs"", ""House Committee on Transportation and Infrastructure"", ""House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party""]","[""Aviation"", ""Economic Development, Public Buildings, and Emergency Management"", ""Highways and Transit"", ""Western Hemisphere""]",https://stanton.house.gov
M001210,Gregory F. Murphy,House,Republican,NC,3,"[""Biotechnology"", ""Health insurance"", ""Healthcare services"", ""Healthcare software"", ""Managed care"", ""Medical devices"", ""Medical diagnostics"", ""Pharmaceuticals""]","[""Customs"", ""FDA policy"", ""Health insurance policy"", ""Health tax policy"", ""Medicare policy"", ""Public health policy"", ""Tariffs"", ""Trade policy""]","[""House Committee on House Administration"", ""House Committee on Veterans' Affairs"", ""House Committee on Ways and Means"", ""Joint Committee on Printing""]","[""Elections"", ""Health"", ""Trade""]",https://murphy.house.gov
M001137,Gregory W. Meeks,House,Democrat,NY,5,"[""Asset management"", ""Banking"", ""Brokerage"", ""Commercial banking"", ""Consumer banking"", ""Consumer finance"", ""Credit cards"", ""Fintech"", ""Institutional investing"", ""Insurance"", ""Investment banking"", ""Market data"", ""Regional banking"", ""Securities exchanges""]","[""Bank regulation"", ""Capital markets regulation"", ""Consumer financial protection"", ""Financial regulation""]","[""House Committee on Financial Services"", ""House Committee on Foreign Affairs""]","[""Capital Markets"", ""Financial Institutions""]",https://meeks.house.gov
B001257,Gus M. Bilirakis,House,Republican,FL,12,"[""Automotive components"", ""Biotechnology"", ""Broadband & cable"", ""Consumer electronics"", ""Digital media"", ""E-commerce"", ""Fiber broadband"", ""Health insurance"", ""Healthcare services"", ""Healthcare software"", ""Industrial manufacturing"", ""Medical devices"", ""Medical diagnostics"", ""Networking equipment"", ""Pharmaceuticals"", ""Retail technology"", ""Satellite communications"", ""Telecommunications"", ""Wireless telecommunications""]","[""Broadband policy"", ""Consumer protection"", ""Energy policy"", ""FDA policy"", ""Health insurance policy"", ""Interstate commerce"", ""Manufacturing policy"", ""Public health"", ""Public health policy"", ""Spectrum policy"", ""Telecommunications policy"", ""Telecommunications regulation"", ""Trade policy""]","[""House Committee on Energy and Commerce"", ""House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party""]","[""Commerce, Manufacturing, and Trade"", ""Communications and Technology"", ""Health""]",https://bilirakis.house.gov
R000610,Guy Reschenthaler,House,Republican,PA,14,"[""Electric utilities"", ""Electric-grid infrastructure"", ""Environmental services"", ""Hydrogen energy"", ""Industrial pollution control"", ""Mining royalties"", ""Nuclear power"", ""Nuclear technology"", ""Solar energy"", ""Specialty chemicals"", ""Specialty minerals"", ""Water infrastructure"", ""Water treatment"", ""Water utilities"", ""Wind energy""]","[""Energy appropriations"", ""Environmental appropriations"", ""Federal appropriations"", ""Public lands"", ""Water infrastructure funding""]","[""House Committee on Appropriations""]","[""Energy and Water Development and Related Agencies"", ""Interior, Environment, and Related Agencies"", ""National Security, Department of State, and Related Programs""]",https://reschenthaler.house.gov
M001160,Gwen Moore,House,Democrat,WI,4,[],[],"[""House Committee on Ways and Means"", ""Joint Economic Committee""]","[""Social Security"", ""Tax"", ""Work and Welfare""]",https://gwenmoore.house.gov
G000568,H. Morgan Griffith,House,Republican,VA,9,"[""Biotechnology"", ""Broadband & cable"", ""Digital media"", ""Environmental services"", ""Fiber broadband"", ""Hazardous-waste services"", ""Health insurance"", ""Healthcare services"", ""Healthcare software"", ""Industrial pollution control"", ""Medical devices"", ""Medical diagnostics"", ""Networking equipment"", ""Pharmaceuticals"", ""Satellite communications"", ""Specialty chemicals"", ""Telecommunications"", ""Waste disposal"", ""Water treatment"", ""Wireless telecommunications""]","[""Air quality"", ""Broadband policy"", ""Chemical regulation"", ""Consumer protection"", ""Energy policy"", ""Environmental regulation"", ""FDA policy"", ""Health insurance policy"", ""Interstate commerce"", ""Public health"", ""Public health policy"", ""Spectrum policy"", ""Telecommunications policy"", ""Telecommunications regulation""]","[""House Committee on Energy and Commerce"", ""House Committee on House Administration"", ""House Committee on Rules"", ""House Select Subcommittee to Investigate the Remaining Questions Surrounding January 6, 2021""]","[""Communications and Technology"", ""Environment"", ""Health"", ""Rules and Organization of the House""]",https://morgangriffith.house.gov
